order_order_id,order_customer_id,order_order_date,order_order_status,order_order_total,customer_customer_id,customer_contact_id,customer_customer_since,customer_status,customer_segment,contact_contact_id,contact_email,contact_full_name,contact_phone,contact_country,contact_city,contact_address_line1,contact_company_name,contact_job_title,product_product_id,product_product_name,product_category,product_brand,product_list_price
O1599,CU2731,2025-03-22,pending,9562.15,CU2731,C1121,2023-08-25,inactive,retail,C1121,jenniferyoung@wilson-butler.info,Courtney Becker,0572543214,Egypt,Lake Robert,"730 Scott Motorway Apt. 038
North Jacquelinefort, WV 19492",Smith Group,"Therapist, speech and language",P160,ea,Clothing,Roth-Warren,2678.67
O1600,CU1021,2026-03-21,shipped,1886.38,CU1021,C1647,2025-12-15,active,retail,C1647,nicholasbrown@yahoo.com,Steven Fernandez MD,(992)302-1024x6920,Egypt,West Melissafurt,"01571 Diaz Grove
Crossfort, VA 55014",Ingram-Clark,Medical illustrator,P409,ex,Electronics,"Adams, Ochoa and Thomas",1890.66
O1601,CU853,2024-09-09,shipped,9926.23,CU853,C215,2022-03-29,inactive,retail,C215,bowmanjacqueline@adkins.com,Lawrence Wong,461.507.5798,Egypt,Michaelfort,"3981 Taylor Plaza
East Devin, PA 37592",Gomez-Hurley,"Designer, multimedia",P124,ipsam,Clothing,Anderson Inc,3953.69
O1602,CU752,2025-10-28,pending,456.72,CU752,C1603,2022-04-05,inactive,corporate,C1603,chelsea70@warren-sanders.com,Molly Alvarado,486-038-7376x795,Egypt,Powellchester,"2519 Bullock Glens Apt. 050
Cruzborough, TX 57155","Brown, Meadows and Walsh",Television camera operator,P298,quidem,Food,Mitchell-Wilson,474.37
O1603,CU133,2026-01-12,shipped,8664.85,CU133,C838,2026-03-10,inactive,retail,C838,melindaadams@lang.net,Sandy Campos,(499)128-6547x804,Egypt,Moraleshaven,"592 Courtney Club
Jeremyside, LA 68587",Smith Ltd,"Engineer, land",P403,nobis,Electronics,Vang PLC,2537.9
O1604,CU840,2026-04-26,shipped,1189.98,CU840,C1221,2024-07-23,inactive,retail,C1221,patrickharmon@ramos.com,Russell Morris,500.387.3185,Egypt,Port Jasonton,"849 Miller Avenue
Samanthafurt, HI 20167",Smith-Carrillo,Media planner,P249,ab,Clothing,Hebert-Ramirez,4873.74
O1605,CU400,2025-05-06,pending,946.47,CU400,C2819,2022-03-30,inactive,corporate,C2819,vhall@clark.org,Brenda Williamson,001-730-010-3146x493,Egypt,Tonyton,"7277 Smith Turnpike Apt. 201
Christensenfort, WY 27803",Juarez LLC,Operational investment banker,P387,soluta,Food,Lewis-Murphy,2691.54
O1606,CU158,2024-07-29,pending,1434.02,CU158,C1229,2025-09-07,inactive,retail,C1229,thomasconnie@gmail.com,William Thomas,661.225.3901x83430,Egypt,West Kevinland,"52558 Samantha Throughway Apt. 118
Victoriaville, IL 18900","Medina, Suarez and Foley","Therapist, art",P229,atque,Food,Leon LLC,91.88
O1607,CU2714,2025-07-13,cancelled,6880.7,CU2714,C711,2024-03-30,inactive,retail,C711,ywallace@yahoo.com,Shawn Travis,001-015-716-4643x248,Egypt,Carrilloview,"733 Cory Dam Apt. 159
Port Harrychester, NV 95200","Smith, Jimenez and Dixon",Ranger/warden,P83,odit,Food,Woods Group,2054.04
O1608,CU2335,2025-04-05,shipped,6939.69,CU2335,C2605,2024-06-27,inactive,corporate,C2605,xgriffith@salazar.biz,Robert Robinson,105.645.5275x7416,Egypt,North Troyberg,"652 Elizabeth Fields
Carsonborough, TN 68145","Morales, Shaw and Smith",Probation officer,P301,labore,Food,Hansen-Cruz,3966.75
O1609,CU2678,2025-05-13,shipped,6399.49,CU2678,C2210,2023-10-05,active,corporate,C2210,wjensen@yahoo.com,Melissa King,972.481.6595x6803,Egypt,Michelleland,"41664 Arthur Manor Apt. 534
Christopherhaven, WV 68899",Pittman Ltd,"Therapist, music",P342,maxime,Clothing,Landry-Ramos,3298.04
O1610,CU1077,2025-08-01,cancelled,8062.2,CU1077,C2833,2024-05-07,active,retail,C2833,brownjacob@gmail.com,Christina Schmitt,(952)146-7145x0907,Egypt,Lake Jared,"599 Whitney Courts Apt. 090
Adkinstown, WI 19172",Andrews-Freeman,"Administrator, arts",P144,eius,Clothing,Meadows-Richardson,4672.21
O1611,CU1827,2025-11-30,shipped,7135.85,CU1827,C2614,2024-02-25,inactive,retail,C2614,walter95@gmail.com,Kenneth Williams,499.295.3321,Egypt,New Patriciaport,"720 Kent Mission
Goodborough, DC 11075",Weaver Ltd,International aid/development worker,P347,sit,Clothing,"Cochran, Fitzgerald and Gates",2245.2
O1612,CU6,2024-05-05,shipped,4970.86,CU6,C855,2025-12-11,active,corporate,C855,paul51@chambers-richards.com,Charles Dunn,572.897.1343x753,Egypt,Meltonport,"407 Jennifer Meadows
Adriennechester, ME 91306",Sloan Ltd,Food technologist,P42,earum,Clothing,Robinson-Hayden,1804.88
O1613,CU2872,2025-10-04,cancelled,9284.18,CU2872,C935,2022-04-16,inactive,corporate,C935,projas@webb-hunter.com,Erika Hendrix,001-821-487-9664,Egypt,South Kimberly,"760 Kimberly Lock
Port Michelleview, IA 98139","Cunningham, Rollins and Burch",Clinical biochemist,P481,quisquam,Food,Sweeney-Smith,450.31
O1614,CU296,2024-09-10,cancelled,2041.87,CU296,C2853,2023-11-03,active,retail,C2853,fowlerjames@yahoo.com,Samuel Davis,115.544.7655,Egypt,Thomaston,"USS Nelson
FPO AP 42777",Harrell LLC,Ceramics designer,P356,ad,Electronics,Williams-Ford,2284.7
O1615,CU1662,2025-08-13,shipped,6795.62,CU1662,C2381,2022-03-03,active,retail,C2381,cristianlozano@mckenzie.com,Michelle Harrell,(942)677-6528x799,Egypt,East Kimberly,"596 Mitchell Pines Suite 135
Staceyberg, CO 27141",Andrade-Adams,Investment analyst,P436,soluta,Clothing,Wiley-Garrison,3627.55
O1616,CU832,2026-04-01,pending,5391.38,CU832,C2904,2023-01-10,inactive,corporate,C2904,ladams@gmail.com,Joseph Schultz,551.518.7167,Egypt,Sullivanbury,"82043 Nicholas Island
Deanfort, NE 17594",Arnold-Chambers,"Scientist, research (life sciences)",P371,perferendis,Electronics,Ruiz-Jones,4772.18
O1617,CU640,2025-05-05,pending,5342.42,CU640,C1163,2025-05-07,active,retail,C1163,tcooper@gmail.com,Andrew Martin,245.615.6261x046,Egypt,South Jonathan,"60795 Gregory Junctions
East Julie, TN 96323",Rogers-Rios,Recruitment consultant,P125,temporibus,Electronics,Bowen Inc,3236.39
O1618,CU985,2024-12-25,shipped,4365.81,CU985,C521,2024-01-23,active,retail,C521,wsnyder@holland-brown.com,Jordan Blake,819-360-2177x0840,Egypt,Barrettport,"0357 Jones Stream Suite 939
Port Devon, GA 42501",Fields LLC,Government social research officer,P339,aperiam,Electronics,"Vega, Briggs and Ramirez",1378.16
O1619,CU906,2025-08-22,shipped,7043.1,CU906,C2921,2024-01-22,active,corporate,C2921,stephanie28@yahoo.com,Amanda Pena,082-724-6633,Egypt,Lake Candacehaven,"6189 York Squares
Port Michael, OR 31495","Page, Christensen and Coffey",Therapeutic radiographer,P145,iure,Clothing,Lewis-Barnes,2455.09
O1620,CU2414,2026-03-30,pending,3900.37,CU2414,C1186,2026-01-09,inactive,corporate,C1186,francistina@yahoo.com,Laura Horton,447.486.0982x90410,Egypt,Lake Casey,"241 Norman Gateway Apt. 538
Mitchellmouth, AR 77489","Rosario, Fry and Brown","Development worker, international aid",P398,odio,Electronics,"Valentine, Moreno and Vincent",2821.51
O1621,CU1229,2025-05-09,pending,3023.99,CU1229,C366,2024-10-25,active,corporate,C366,dcox@hotmail.com,Daniel Hicks,000-728-4509x4970,Egypt,Rollinsshire,"USNS Watson
FPO AA 12517",Wells-Johnson,Press photographer,P187,similique,Clothing,Griffin LLC,4457.38
O1622,CU2693,2025-08-26,cancelled,7080.97,CU2693,C1468,2024-07-04,active,retail,C1468,tranjulie@yahoo.com,Jeremy Walker,001-769-391-8887,Egypt,South Michaelfurt,"516 Victoria Station Suite 031
West Sabrinabury, SD 43456",Yu Group,"Production assistant, television",P417,tempora,Food,Taylor LLC,4555.95
O1623,CU170,2026-04-05,shipped,787.87,CU170,C1015,2024-05-31,active,corporate,C1015,matthewlee@yahoo.com,Joseph Edwards,001-846-091-5411x57168,Egypt,Lake James,"PSC 6497, Box 4687
APO AA 35756",Mcintyre-Martinez,Research scientist (life sciences),P29,sapiente,Food,Thompson LLC,565.49
O1624,CU2576,2024-05-27,pending,3721.23,CU2576,C2589,2025-02-09,active,retail,C2589,ksanchez@reynolds-mcbride.org,Nicholas Nguyen,(016)821-1476x960,Egypt,Johnsonshire,"PSC 8144, Box 9304
APO AA 60321",Thomas PLC,"Education officer, environmental",P275,vero,Clothing,Lee Ltd,1185.86
O1625,CU1713,2025-11-28,cancelled,1730.19,CU1713,C307,2025-05-11,active,corporate,C307,dromero@hill.org,Emily Randall,+1-574-505-4338,Egypt,West Maryburgh,"299 Strickland Club
New Rodney, NE 89051",Bernard LLC,Geoscientist,P329,labore,Electronics,Martin Inc,2440.14
O1626,CU2656,2026-03-22,shipped,5676.72,CU2656,C643,2025-10-08,inactive,corporate,C643,marie73@wilkins.com,Christopher Wilson,793.167.9439x0144,Egypt,Lewiston,"4144 Meyer Harbors
New Danielletown, WA 32910",Horne Ltd,Hydrogeologist,P171,temporibus,Electronics,"Perry, Thompson and Taylor",195.86
O1627,CU1916,2025-10-08,cancelled,447.39,CU1916,C1579,2022-01-03,active,retail,C1579,angelamcmillan@gmail.com,Michael Perez,+1-591-225-7724x704,Egypt,Bobbyshire,"05118 Harris Radial Apt. 724
Smithburgh, AK 18652",Brown-Graham,"Editor, magazine features",P297,magnam,Food,"Flores, Mullen and Oliver",2469.44
O1628,CU330,2026-03-26,shipped,1585.49,CU330,C1809,2025-03-15,inactive,corporate,C1809,michael45@nelson.com,Angela Phillips,726-156-9404x629,Egypt,Montoyaport,"39195 Hardy Spur
Jacobsonborough, ND 49393",Strickland-Sullivan,"Journalist, newspaper",P472,consequatur,Electronics,Olsen PLC,4789.53
O1629,CU1923,2024-05-18,cancelled,8502.8,CU1923,C1153,2022-08-31,inactive,corporate,C1153,wusarah@yahoo.com,Jenna Jarvis,(928)167-2998x4002,Egypt,Lake Michelleborough,"416 Julie Springs
West Andrea, CA 31590",Henry-Hutchinson,Advice worker,P445,ex,Electronics,Krause PLC,4003.2
O1630,CU217,2024-06-07,pending,3674.13,CU217,C671,2023-04-18,inactive,corporate,C671,joshuaphillips@hotmail.com,Dr. David Stone DDS,269.805.4053x83174,Egypt,East Marciaport,"976 Sharp View Suite 099
Lake Kyleborough, ID 01484",Clarke-Ali,"Engineer, building services",P424,laborum,Electronics,Walls-Caldwell,4771.31
O1631,CU2609,2025-04-12,cancelled,2581.01,CU2609,C105,2024-07-13,inactive,retail,C105,victoriacrawford@gmail.com,Deanna Bryant,150.148.8916x446,Egypt,East Karen,"6040 Mary Islands Apt. 149
Allenport, WV 75433",Zamora Inc,"Administrator, education",P412,quod,Clothing,"Anderson, Ayala and Simon",4902.62
O1632,CU2771,2024-08-09,shipped,106.6,CU2771,C284,2025-03-28,inactive,corporate,C284,andrewrandolph@gmail.com,Justin Gilbert,(977)982-5520,Egypt,Thomasburgh,"2529 Austin Tunnel
Mendozamouth, FL 64456","Dixon, Hernandez and Garrett",Chartered public finance accountant,P270,ad,Food,Moran PLC,1313.74
O1633,CU1439,2026-01-30,pending,4942.78,CU1439,C2350,2024-04-02,active,corporate,C2350,manningcourtney@heath.com,Jennifer Fisher,001-490-879-4224,Egypt,Troymouth,"188 Stephanie Gateway Apt. 048
North Sarahchester, DC 03497",Parker-Harris,Telecommunications researcher,P293,magnam,Food,Jones-Bennett,211.75
O1634,CU956,2024-12-24,shipped,3210.95,CU956,C2255,2023-01-04,active,retail,C2255,thomasnicole@yahoo.com,James Mitchell,+1-852-020-9065x226,Egypt,East Sandra,"3925 Williams Alley Suite 625
Mooremouth, TN 28751","Cox, Willis and Barnett",Communications engineer,P476,odit,Food,Hernandez-Roberts,4421.42
O1635,CU2174,2025-03-27,cancelled,1879.78,CU2174,C1363,2025-02-26,active,retail,C1363,johnmurray@young.com,Rhonda Moore,+1-860-398-3676x9161,Egypt,New Dannyfurt,"USS Cooper
FPO AE 64878",Moran Inc,Geophysicist/field seismologist,P87,tempore,Food,Smith-Wright,352.43
O1636,CU1257,2024-12-31,pending,9950.86,CU1257,C300,2022-11-17,inactive,retail,C300,shannonvasquez@walker.net,Amy Wade,415-540-9078,Egypt,Karenhaven,"4249 Mayo Camp
Hoffmanborough, NM 31535","Long, Massey and Jones",Industrial buyer,P456,deserunt,Clothing,"Hunt, Brown and Anderson",708.33
O1637,CU655,2025-03-17,shipped,6755.4,CU655,C1553,2023-03-22,inactive,corporate,C1553,rodriguezjon@cox.com,Lindsey Romero,001-697-106-2083x10926,Egypt,Watsonfort,"Unit 7000 Box 1867
DPO AP 51570",Hamilton-Powell,"Education officer, museum",P375,molestiae,Electronics,"Rogers, Jacobson and Thompson",3093.41
O1638,CU34,2026-02-01,shipped,6151.32,CU34,C2614,2023-10-03,inactive,corporate,C2614,walter95@gmail.com,Kenneth Williams,499.295.3321,Egypt,New Patriciaport,"720 Kent Mission
Goodborough, DC 11075",Weaver Ltd,International aid/development worker,P452,magnam,Food,"Smith, Lopez and Serrano",1818.85
O1639,CU2908,2024-10-17,shipped,2116.56,CU2908,C319,2024-01-11,inactive,corporate,C319,jessica08@scott.com,Dylan Griffin,001-916-512-7433x728,Egypt,East Jamieton,"54813 Villa Creek
Baileymouth, NC 94049",Rojas-Collier,"Scientist, research (medical)",P154,nobis,Food,Brewer-Rivera,3354.78
O1640,CU840,2025-03-03,pending,4329.4,CU840,C1221,2024-07-23,inactive,retail,C1221,patrickharmon@ramos.com,Russell Morris,500.387.3185,Egypt,Port Jasonton,"849 Miller Avenue
Samanthafurt, HI 20167",Smith-Carrillo,Media planner,P7,odio,Clothing,Cordova and Sons,548.62
O1641,CU520,2025-06-03,pending,5895.57,CU520,C2267,2026-04-05,inactive,corporate,C2267,ryancherry@montes.com,Carol Knight,(340)665-3937x6344,Egypt,Lake Elizabeth,"4205 Aguirre Court Suite 156
Ramosbury, ND 46544",Delacruz-Mcdonald,Diplomatic Services operational officer,P453,cupiditate,Food,"Price, Parker and Price",1493.97
O1642,CU23,2026-04-26,shipped,315.22,CU23,C2944,2024-01-15,active,retail,C2944,tiffany09@young-beltran.biz,Caroline Nolan,227.037.7140x75660,Egypt,New Richardside,"1892 Jones Spurs Suite 164
Pittmanstad, NC 09761",Martin and Sons,Minerals surveyor,P330,debitis,Food,"Simmons, Pineda and Glass",88.36
O1643,CU1775,2024-08-12,pending,8784.55,CU1775,C2847,2023-07-29,active,corporate,C2847,kellyhoffman@hotmail.com,Teresa Brooks,668-477-2129,Egypt,Kristinborough,"989 Brittany Ville Apt. 868
Gibbsshire, VA 90349",Moore-Reid,Aeronautical engineer,P51,consectetur,Food,"Arnold, Olsen and Campbell",2362.21
O1644,CU1916,2026-04-28,cancelled,565.33,CU1916,C1579,2022-01-03,active,retail,C1579,angelamcmillan@gmail.com,Michael Perez,+1-591-225-7724x704,Egypt,Bobbyshire,"05118 Harris Radial Apt. 724
Smithburgh, AK 18652",Brown-Graham,"Editor, magazine features",P206,eius,Electronics,Conner-Garcia,4203.73
O1645,CU2465,2024-12-18,cancelled,9557.16,CU2465,C2651,2023-02-10,inactive,corporate,C2651,tyler31@long.com,Jeremy Blake,(032)396-2133x919,Egypt,Scotthaven,"310 Williams Knolls Suite 511
Elizabethfurt, NC 50890","Brewer, Garcia and Diaz",Magazine journalist,P414,totam,Electronics,"Morgan, Taylor and Henry",3639.75
O1646,CU1991,2024-08-21,shipped,2592.56,CU1991,C1285,2021-10-10,inactive,retail,C1285,boltonteresa@delgado.com,Benjamin Fernandez,+1-302-322-9343,Egypt,North Charlestown,"112 Donald Loaf
South Angela, KS 49482",Odom-Hughes,"Psychotherapist, dance movement",P140,veritatis,Electronics,"Yates, Hernandez and Glover",77.76
O1647,CU40,2024-08-19,cancelled,3433.34,CU40,C2915,2023-06-12,inactive,retail,C2915,scottmiranda@yahoo.com,Sandra Fuentes,(171)432-4837,Egypt,Lake Brett,"9913 Rodriguez Motorway Suite 665
Martinezmouth, NY 68055",Holmes Group,"Sales professional, IT",P276,cumque,Electronics,Smith-Bennett,1921.8
O1648,CU170,2024-12-18,shipped,7442.8,CU170,C1015,2024-05-31,active,corporate,C1015,matthewlee@yahoo.com,Joseph Edwards,001-846-091-5411x57168,Egypt,Lake James,"PSC 6497, Box 4687
APO AA 35756",Mcintyre-Martinez,Research scientist (life sciences),P495,illo,Clothing,Jackson PLC,3754.01
O1649,CU2501,2026-04-17,shipped,6755.3,CU2501,C2304,2024-03-01,active,retail,C2304,khansen@thompson-anthony.com,Michael Green,001-953-468-9636,Egypt,Ryantown,"881 Nash Mountain
Port Gregory, ME 16322",Sanders LLC,Broadcast presenter,P165,recusandae,Clothing,Grant-Moran,3976.87
O1650,CU303,2024-09-14,shipped,4066.1,CU303,C1008,2025-01-17,active,retail,C1008,allenerika@beltran.org,Lauren Medina,458-381-1185x90925,Egypt,New Kimberly,"104 Allen Parks Apt. 850
Port Stephenport, MI 71794","Wood, Medina and Howell","Social research officer, government",P443,repellendus,Clothing,Rivera Group,934.05
O1651,CU1008,2025-12-30,shipped,1452.63,CU1008,C939,2022-07-22,active,retail,C939,williamsjonathan@blankenship.org,Adam Ryan,396.150.4382,Egypt,South Karlashire,"830 Aguilar Passage
Farrelltown, WY 48736",Payne PLC,Geochemist,P69,officiis,Food,Henry LLC,86.74
O1652,CU2596,2025-03-15,shipped,7978.55,CU2596,C2117,2026-02-02,active,corporate,C2117,ericcantu@mcguire-brown.com,Joshua Herrera,(267)657-5122,Egypt,Smithmouth,"51625 Nancy Estate
South Ashley, AK 34204","Marks, Wheeler and Jones",Clinical research associate,P294,eaque,Electronics,"Washington, Watson and Ward",1312.36
O1653,CU1555,2026-01-30,pending,2349.62,CU1555,C943,2025-11-19,inactive,retail,C943,jessicamontoya@yahoo.com,Nicole Maldonado,330.824.6129,Egypt,Lake Christian,"5675 Melton Dale
Joshuaton, IL 76229","Brown, Reyes and Hayes",Barista,P214,incidunt,Electronics,"Lowery, Willis and Garza",1025.91
O1654,CU2553,2024-08-02,shipped,1151.5,CU2553,C2057,2023-05-23,active,corporate,C2057,barretttiffany@gmail.com,David Ferrell,+1-531-127-2008x3103,Egypt,East Benjamin,"964 Gutierrez Flats
North Richard, OH 74917",Wiley-Shelton,"Nurse, adult",P307,aperiam,Food,"Brown, Perez and Williams",4365.69
O1655,CU2999,2025-12-03,shipped,3139.23,CU2999,C2922,2021-05-04,inactive,retail,C2922,ritabond@gmail.com,Jamie Abbott,426-675-7790x195,Egypt,Thomasberg,"806 Baker Meadows
Sanchezburgh, WV 66458","Brooks, Lee and Chapman",Chief Marketing Officer,P475,quia,Clothing,"Booth, Williamson and Moore",3085.93
O1656,CU892,2025-06-13,cancelled,5988.72,CU892,C2684,2024-02-13,active,retail,C2684,ljones@gmail.com,Justin Harmon,(977)355-6803x9198,Egypt,New Kimberly,"USS Mcdowell
FPO AE 94297","Williams, Welch and Blair",Adult nurse,P3,voluptatibus,Food,Bauer PLC,4706.84
O1657,CU1639,2026-04-13,pending,7929.27,CU1639,C1806,2021-07-31,active,corporate,C1806,lgomez@wolfe.com,Valerie Escobar,+1-982-336-2673,Egypt,Moraton,"32727 Weaver Ville Suite 639
Myerstown, MI 95380","Bass, Lucas and English",Chief Operating Officer,P81,iste,Electronics,"Obrien, Grant and Burton",83.39
O1658,CU998,2024-07-03,shipped,8916.55,CU998,C414,2025-12-18,active,corporate,C414,nathan33@hotmail.com,Lisa Beasley,(252)726-3793,Egypt,Jennybury,"9468 Tucker Forks
Harrisland, NJ 69807",Stewart Ltd,Haematologist,P414,totam,Electronics,"Morgan, Taylor and Henry",3639.75
O1659,CU1690,2026-01-28,cancelled,9888.38,CU1690,C111,2022-05-18,active,retail,C111,smithmatthew@hotmail.com,Andre Mooney,804-515-8861,Egypt,Josephview,"79870 Dave Crest Suite 124
Jamesville, MA 43123",Stephens PLC,Automotive engineer,P407,ratione,Electronics,Webb Ltd,4993.63
O1660,CU1246,2024-10-13,cancelled,7357.98,CU1246,C943,2022-09-15,inactive,retail,C943,jessicamontoya@yahoo.com,Nicole Maldonado,330.824.6129,Egypt,Lake Christian,"5675 Melton Dale
Joshuaton, IL 76229","Brown, Reyes and Hayes",Barista,P144,eius,Clothing,Meadows-Richardson,4672.21
O1661,CU386,2024-08-01,cancelled,5098.95,CU386,C2119,2023-08-06,inactive,retail,C2119,nflores@waters.net,Leonard Thomas DVM,+1-659-503-0398,Egypt,North Timothy,"5698 Smith Inlet
Duncanview, DE 26741","Fox, Norris and Lutz",Architect,P444,aperiam,Food,Estes-Rodriguez,477.66
O1662,CU647,2024-11-29,pending,7092.35,CU647,C1570,2023-04-07,active,retail,C1570,kristy95@gmail.com,Frank Long,001-943-469-4542x9505,Egypt,North Davidchester,"USNV Kelley
FPO AA 40829","Johnson, Hughes and Andersen","Surveyor, hydrographic",P464,libero,Clothing,Myers-Deleon,4793.65
O1663,CU2556,2024-10-11,pending,2522.75,CU2556,C1386,2025-07-08,active,corporate,C1386,diamondkaufman@yahoo.com,Chase Wright,(870)649-6354x0322,Egypt,Sellersfort,"5971 Sanders Walks Apt. 511
New Laurie, OK 61432",Warner PLC,Fine artist,P380,maiores,Clothing,"Smith, Thomas and Huynh",4904.63
O1664,CU1894,2024-06-19,shipped,2499.9,CU1894,C2484,2026-03-11,active,corporate,C2484,gonzalesana@watkins.net,Christopher Lowe,001-913-480-8855,Egypt,Sanchezview,"58394 Chapman Plaza Apt. 462
Mataside, OR 52076","Bryan, Mclaughlin and Roy","Scientist, water quality",P385,minus,Food,Skinner-Wright,1835.58
O1665,CU982,2026-01-09,cancelled,7966.88,CU982,C2245,2023-09-27,active,corporate,C2245,stephanie84@hotmail.com,Andrew Walker,(339)319-2409,Egypt,Michaelfort,"08500 Morris Green Suite 426
East Raven, VA 89525",Morales-Williams,Chartered legal executive (England and Wales),P379,molestiae,Electronics,Williams-May,947.49
O1666,CU1887,2025-04-19,pending,3417.97,CU1887,C2570,2022-04-01,active,retail,C2570,dmartinez@hotmail.com,Michael Smith,001-167-457-8261x91395,Egypt,South Jamesfurt,"380 Crystal Path
Jakebury, DC 67366",Ward and Sons,Tour manager,P216,enim,Clothing,Fisher LLC,3007.05
O1667,CU1723,2025-07-25,pending,3783.63,CU1723,C1424,2024-03-21,inactive,retail,C1424,thomasrichard@yahoo.com,Monica Bryant,001-161-265-1568x35255,Egypt,Whitetown,"38774 Natalie Fords
Huntborough, SD 84793",Kelly-Watkins,Forensic psychologist,P51,consectetur,Food,"Arnold, Olsen and Campbell",2362.21
O1668,CU1406,2024-09-15,cancelled,5665.81,CU1406,C1890,2025-11-01,inactive,retail,C1890,krodriguez@gmail.com,Rebecca Thomas,+1-076-805-5232x024,Egypt,Matthewhaven,"44176 Michael Square
North Jessica, MO 36173",Booth Group,"Psychologist, counselling",P70,totam,Food,"James, Collins and Lopez",3321.6
O1669,CU439,2025-10-24,shipped,4547.96,CU439,C1559,2025-12-22,inactive,retail,C1559,alexis79@hotmail.com,Deborah Fisher,4983146911,Egypt,West Angela,"699 Carlson Spur Suite 358
New Bonnietown, SD 50234","Mcintosh, Pace and Fowler",Geophysical data processor,P54,laudantium,Electronics,"Castro, Henderson and Robinson",325.63
O1670,CU1009,2025-11-11,shipped,5611.58,CU1009,C584,2021-12-23,inactive,retail,C584,angelicagarcia@lopez-myers.com,Joseph Peck,754-998-3708,Egypt,West John,"740 Johnson Crossing Apt. 056
Christensenport, KY 12131",Kerr PLC,Call centre manager,P449,excepturi,Clothing,Nguyen Inc,2769.84
O1671,CU1018,2024-12-30,cancelled,3973.25,CU1018,C1822,2025-03-29,active,corporate,C1822,michelle50@gmail.com,Christine Lee,001-258-681-0579x5312,Egypt,Munozport,"678 David Streets
Amberborough, CA 64280",Blankenship PLC,Orthoptist,P246,ipsam,Food,Long-Oconnell,3351.69
O1672,CU1990,2025-11-22,pending,7692.97,CU1990,C1153,2024-03-06,inactive,corporate,C1153,wusarah@yahoo.com,Jenna Jarvis,(928)167-2998x4002,Egypt,Lake Michelleborough,"416 Julie Springs
West Andrea, CA 31590",Henry-Hutchinson,Advice worker,P412,quod,Clothing,"Anderson, Ayala and Simon",4902.62
O1673,CU2436,2025-04-29,shipped,3273.13,CU2436,C1849,2022-01-10,active,corporate,C1849,garciaadriana@hotmail.com,Debbie Edwards,001-202-342-7735,Egypt,Nicholasburgh,"4449 Joseph Court
New Tyler, MD 87385","Morales, James and Crawford",Fast food restaurant manager,P495,illo,Clothing,Jackson PLC,3754.01
O1674,CU710,2025-01-15,pending,8155.09,CU710,C1325,2024-11-06,active,corporate,C1325,melissaconner@davis.biz,Lori Frazier,+1-497-983-0796,Egypt,Lake Deanbury,"USNS Barrett
FPO AA 57543",Jenkins Group,Sport and exercise psychologist,P121,ut,Electronics,"Scott, King and Donaldson",3213.27
O1675,CU2704,2026-03-19,cancelled,4788.96,CU2704,C2878,2023-04-30,active,corporate,C2878,brian37@yahoo.com,Valerie Terry,015-379-4790,Egypt,North George,"PSC 5646, Box 2651
APO AP 61933","Jackson, Mann and Lee",Higher education careers adviser,P206,eius,Electronics,Conner-Garcia,4203.73
O1676,CU444,2025-05-26,cancelled,3735.29,CU444,C2397,2021-09-27,inactive,retail,C2397,baueremily@hotmail.com,Audrey Allison,691-570-9572x62025,Egypt,Joelton,"PSC 3943, Box 9997
APO AP 55472",King-Hoover,"Engineer, broadcasting (operations)",P446,aliquam,Electronics,"Robinson, Wilkins and Tucker",808.17
O1677,CU427,2025-08-25,cancelled,6506.34,CU427,C647,2022-01-31,inactive,retail,C647,kristopherjackson@hotmail.com,Jacob Vance,(537)672-2199,Egypt,Javierberg,"612 Heather Locks
Dianaview, MA 26820",Brennan-Wilson,Research scientist (maths),P150,quae,Clothing,"Kim, Butler and Harris",3853.38
O1678,CU927,2025-06-14,pending,4513.58,CU927,C2616,2022-02-24,inactive,retail,C2616,erica75@cox-barber.com,Heather French,191-732-7601,Egypt,Antoniohaven,"63103 Ford Park Suite 466
West Ryanborough, SD 95075",Davenport PLC,Equality and diversity officer,P184,unde,Clothing,"Taylor, Thomas and Mason",2391.89
O1679,CU2183,2024-10-18,shipped,1021.72,CU2183,C1372,2022-11-01,inactive,corporate,C1372,rhickman@kim-king.biz,Michael Robles,+1-847-044-9958x3869,Egypt,Lake Megan,"4620 Scott Forge Suite 505
Aliciaberg, DC 75467","Miller, Bennett and Cain",Chief Marketing Officer,P251,omnis,Food,"Gonzalez, Nelson and Harris",3628.45
O1680,CU2100,2024-06-11,cancelled,6964.51,CU2100,C1992,2026-01-27,inactive,corporate,C1992,taylorheather@allen-briggs.com,Kelsey Le,496-334-6648x99839,Egypt,Soniaburgh,"5871 Garcia Crossing Apt. 857
Graceberg, OH 21954",Lawrence-Sanders,Purchasing manager,P210,dicta,Food,"Jackson, Medina and Campbell",1409.78
O1681,CU1960,2024-07-09,shipped,254.55,CU1960,C1831,2026-01-10,inactive,retail,C1831,alyssapruitt@gmail.com,Tyler Luna,635-702-0659x659,Egypt,Lake Bettyton,"51229 Douglas Spring Suite 233
South Johnstad, ME 49721","Kidd, Hernandez and Pittman",Meteorologist,P160,ea,Clothing,Roth-Warren,2678.67
